Rating,Title,Review,Review_Date
4.0,Low battery life,wouldn't recommend for gaming or long hours,1 June 2022
2.0,Receiver not able to hear our voice clearly.,"Audio quality is good, but the receiver is not able to hear our voice clearly, not sure whether is that problem in my airdopes mic or a design issue.",18 September 2022
4.0,Sound quality is best.. but mic is some problem.No perfect vioce is audible in mic...price worth it,,5 June 2022
5.0,Flexible product.,"Good connectivity, good sound, good battery backup.",20 September 2022
5.0,Consumer need...,Very good product..quality of this product also good,18 September 2022
5.0,Bluetooth,"The media could not be loaded.
                



 Very sexy product and very nice Amozan and Boart handphone super",28 September 2022
4.0,Very nice but Sound not qalyti,Soun not qalaty,5 June 2022
4.0,Best suitable in price range,"Sound quality is normal, base is normalBuild quality is good",22 May 2022
5.0,Superb ♥️,Amazing ♥️ Thank you Amazon 🎉🥰🙏,20 September 2022
4.0,Good,No sound quality Touch button would be just as good,18 May 2022
4.0,Good product in this price range.,Useing it for a few days I have no problem.,17 May 2022
2.0,Mic voice not clear,Mic voice not clear,28 October 2022
2.0,Sound is not clear,When on call that time sound was disturbed unable to listen clearly sound,15 October 2022
3.0,You can’t do calls on this. Other than sound quality+battery backup is good,,9 July 2022
4.0,Not upto expectations,Voice collection is not good at all.,28 May 2022
4.0,"Very nice, as if now!","I liked it, looks classy and sleek. The sound quality is very good, though I just read a review of the earpod stopped functioning after 3 months. I hope it doesn't happen with me!! Will update if it does!",Reviewed in India 🇮🇳 on 9 April 2022
3.0,Disappointed,Honestly speaking I didn’t like it1- while on call or listening to music both AirPods one after another get disconnected2- if you move your phone you’ll  hear some Blur noise in the pods,Reviewed in India 🇮🇳 on 31 May 2022
2.0,The sound quality is very poor,Dont buy,Reviewed in India 🇮🇳 on 28 October 2022
5.0,Good,Super good,Reviewed in India 🇮🇳 on 24 September 2022
5.0,Nice Product,Nice Product,Reviewed in India 🇮🇳 on 25 September 2022
5.0,Good buy in price range,"Easy to use, easy to connect and good sound quality.",Reviewed in India 🇮🇳 on 20 September 2022
3.0,Call quality is terrible,"When it comes to listening to music or watching movies and videos, the sound quality is amazing. However, taking calls on these earbuds is kind of redundant since the other person cannot hear you clearly.....at all. It's better to remove them and use the phone audio instead....so if you're looking at that kind of convenience, avoid this product.",Reviewed in India 🇮🇳 on 19 April 2022
5.0,Worth the money,"Definitely recommend. Charge stays for a long time. However, talking on calls while it is connected is a bit difficult.",Reviewed in India 🇮🇳 on 11 September 2022
5.0,Quality,No 1 quality product,Reviewed in India 🇮🇳 on 23 September 2022
4.0,Satisfaction for money paid,"Ok product, lid was very loose, sound quality was not upto the mark.",Reviewed in India 🇮🇳 on 16 May 2022
4.0,Go For It,"Best value for money. I was tired of normal bluetooth bands, wired earphones falling off on just normal running. But these did not fall even while sprinting.Go for it if you want to use them while working out or running.Sound quality is OKish but thats expected given the price.",Reviewed in India 🇮🇳 on 17 March 2022
4.0,Great,Nice sound,Reviewed in India 🇮🇳 on 5 June 2022
5.0,Product quality is best,Sound best and bass is best,Reviewed in India 🇮🇳 on 19 September 2022
4.0,उत्तम,उत्कृष्ट,Reviewed in India 🇮🇳 on 6 June 2022
4.0,Sounds good but the microphone is terrible,"I bought this for 1k, I don't really care about sound quality much i needed it for the convenience. Having said that, the sound quality is fine, watching movies with these on is a delight. I mostly listen to audiobooks and in that perspective too, these are great. The only issue i have is whenever i attend a call with these on the reciver can't hear me clearly, sometimes they can't hear me at all, sometimes i sound muffled, bar that i think it's worth the price.",Reviewed in India 🇮🇳 on 20 December 2021
2.0,Very cheap product,"It’s a cheap product that looks cheap , sounds cheap, feels cheap",Reviewed in India 🇮🇳 on 14 October 2022
4.0,Good product at affordable price,Pros. Value to money. Cons. Hard to remove earbud from the charging case. sometimes fall down while removing.,Reviewed in India 🇮🇳 on 3 May 2022
4.0,Best ✨,Clear sound & Clear voice,Reviewed in India 🇮🇳 on 28 May 2022
4.0,Once u Read.. 🙏 review after 3 month Use,Nice product only for gym /listen music purpose...Battery backup is fine..And yes it's waterproof even my whole case ( with dopes) fall in water but it's working same as well.. ( 7 days happen of incident)But Very bad experience with talking to other. Normal call or whatsup call..  So business man/ salesman can't think for this..So u can buy only I u have low budget and want airdopes instead of handsfree....You can compared only with handsfree...,Reviewed in India 🇮🇳 on 2 January 2022
3.0,Double check while buying,"Bought this while they offering discount,Used for month while workingQuality is cheap, sound quality is averageIts better to buy other adding some moneyFor calling its not worthy",Reviewed in India 🇮🇳 on 1 June 2022
4.0,Geeat product,Good sound quality...,2 June 2022
3.0,Wouldn’t go for this one,"Too big, not comfortable, sound is just like any boat headset",28 June 2022
5.0,good,"The media could not be loaded.
                



 very Good",6 October 2022
1.0,Not worth buying,"Maybe you can buy it for the price, it works for that. If you really want some good quality air-pods , then I suggest you to go for Boat air-pods 131 model, I am using these, and believe-me these are worth for the money and fits really well, also good for rough usage. And the quality of the sound everything is really worth the money. Even the charging standby also amazing. Good for riders as these are easy to receive phones calls while riding. I bought two pairs if Boat Airpods131 model and they are working absolutely amazing. But not these boAt Airdopes 121v2.",19 October 2022
5.0,overall good,chargeing is not good thn others,19 September 2022
4.0,Four star product,Good quality product,10 June 2022
4.0,Nice buds,Good sound quality,1 June 2022
3.0,Very disappointed,After using it for a month I'm writing this review. Worst airdopes i bought till now. We cannot speak on call by wearing these. Very disappointed,12 June 2022
4.0,Ok,Ok normal,2 June 2022
1.0,This earbuds not good don't buy,"Sound clearity not good ,on call baat bhi nhi ho pati h just because awaaz nhi clear jati hai,sub se important 1 bar galti se gira to pura toot jata hai...mujhe leke 1 week he hua tha aur mere bete se gira gaya ek to toot gaya dusra pura open he ho gaya ..back side mai boat likha hai woh part khul gaya aur fix bhi nhi ho raha hai..so please boat lene se acha mai. Suggest karogi aap log phatron ka earbuds lena maine apne brother ko gift kiya tha 1 years ho gaya hai abhi tak acha chal raha hai..baki choice apka hai guys",20 October 2022
4.0,Awesome,The case is very goodbut the earbuds have buttons they do not have any touch this con only i foundhowever the sound are also goodbattery is also goodAt This Price Point This Is Best Choice,Reviewed in India 🇮🇳 on 31 March 2022
2.0,Hatphone is not working,Not working,Reviewed in India 🇮🇳 on 29 October 2022
1.0,"Unreliable, and boAt after sales support is a nightmare! OK before it inevitably stops working.","There are quality/reliability issues with this model. One of the earbuds stopped charging within the 10 day replacement period itself. The replacement product worked fine for 5 months, and then the same issue occurred and one of the earbuds stopped charging again. I think it was the same left earbud in both cases.I took it to boAt service center and they replaced my black Airdopes with the cherry blossom color since they  claimed to not have the black model available. However this doesn't reflect in the boAt records anywhere. The sound quality for this cherry blossom replacement was not upto the mark so I contacted customer care and they said they could not provide support for this cherry blossom replacement, provided by their own service center, as my model was supposed to be black in color. Telephone support was no help in this case, they even claimed that the replacement ticket filed by service center was for a cherry blossom model. So between their support and service centers, the end consumer gets taken for a ride.boAt is supposed to provide 1 year warranty however my 5 month old Airdopes are now out of warranty since they won't support their own service center replacements.The interesting thing I learned is that the 1 year boAt warranty is only on the original product, boAt can keep providing you faulty replacements for faulty original product, but after 1 year from original date of purchase they have no liability whatsoever. So effective lifetime of product is 1 year since it will stop working much sooner.UPDATE: I had to go via Twitter but did finally receive replacement pair - cherry blossom ones. They even shipped them to my home. The mic quality has never been what it was in my original black pair though, and I mostly don’t use my Airdopes as much as I initially did.",Reviewed in India 🇮🇳 on 24 March 2022
4.0,Good,Good,Reviewed in India 🇮🇳 on 3 June 2022
5.0,I like it,I like it,Reviewed in India 🇮🇳 on 20 September 2022
4.0,Suprb....!,Nice sound.Super base..,Reviewed in India 🇮🇳 on 28 May 2022
5.0,Fabulous ❤,"The media could not be loaded.
                



 One should buy this❤",Reviewed in India 🇮🇳 on 3 October 2022
3.0,Worth buying,It's good worth buying but you can't just expect the best,Reviewed in India 🇮🇳 on 28 June 2022
2.0,The sound breaks in between,Sound breaks and volume is low,Reviewed in India 🇮🇳 on 25 October 2022
5.0,Great battery backup,Sound quality and battery backup is awesome,Reviewed in India 🇮🇳 on 18 September 2022
3.0,"Only good for music sound, calling sounds is not so much good","Only good for music sound, calling sounds is not so much good",Reviewed in India 🇮🇳 on 27 June 2022
5.0,Best product,Easy to use,Reviewed in India 🇮🇳 on 20 September 2022
4.0,Good,Good quality product 😉,Reviewed in India 🇮🇳 on 30 May 2022
4.0,Good,Very good,Reviewed in India 🇮🇳 on 1 June 2022
5.0,Best sound quality .,Nice quality,Reviewed in India 🇮🇳 on 21 September 2022
2.0,Wastage of money !,The airdopes dosent connect together with phone only one of it connects all the time ....don't waste your money in this.,Reviewed in India 🇮🇳 on 28 September 2022
2.0,Received with Scratches,,Reviewed in India 🇮🇳 on 30 October 2022
2.0,Charging problem & audio sound suddenly drops,Requesting the seller to replace product.,Reviewed in India 🇮🇳 on 19 October 2022
2.0,Left ear piece is not working.,"The media could not be loaded.
                



 The eardops are very amazing, great sound but my left ear piece is not working properly, when I am putting it in case and turning it on to charge, the right one is charging but the left one is not charging. The left one starts but it is fluctuating and not charging.",Reviewed in India 🇮🇳 on 20 September 2022
4.0,Super,Super item in best price sound quality is good,Reviewed in India 🇮🇳 on 18 May 2022
5.0,Amazing!,Great product don't think music lovers just go for it.,14 September 2022
2.0,The body material is of poor👎 quality,Sound quality 👌.But box airdopes The body material is of poor quality.Very poor quality.,2 October 2022
5.0,Sound,Right side heard bird not working,17 September 2022
4.0,I like this and battery backup is very good osm product,Like sound n battery backup and nothing to dislike,14 May 2022
5.0,Great product,Good quality,23 September 2022
4.0,Sound quality is not up to the mark.,Sound quality is not desirable.,30 May 2022
5.0,Best price,Price best,22 September 2022
5.0,"Sooper , value for money",I really like the sound quality and connect automatically. Battery performance is extremely good,11 September 2022
3.0,"Speaker is good, but microphone not working",I like it. Good performance audio is very clear. But u have problem with mic. Other person not able to here properly when i am using these ear buds.. If disconnected then problem resolved,31 May 2022
4.0,Nice nd cute,,31 May 2022
2.0,Found Damaged,"The media could not be loaded.
                



 Sorry for this review but I found a damaged item . Last evening , item delivered but today morning i opened it but I found a damaged item .",Reviewed in India 🇮🇳 on 20 October 2022
5.0,Good product but my Battery back up low,1 st product sound quality verry Good but battery 🔋 is a not good,Reviewed in India 🇮🇳 on 11 September 2022
3.0,call quality is bad,"call quality is bad, only for music and multimedia its good",Reviewed in India 🇮🇳 on 27 June 2022
3.0,Not too noise free,Not so clear,Reviewed in India 🇮🇳 on 1 July 2022
1.0,"Worthless, Waste of Money ! Dont Buy it ! Not recommended at all .","Everytime i try to connect it ,it says failed to connect , failed to connect try after some time .Tried to connect with 5 divices same issue happening .Then eventually it did connect with one divice and then only one ear was working . After 2-3 min it disconnected and now again failed to connect .I exchanged it ! Got new one still the same problem occures .Pathatic Product Of boAt , will never in my life buy boAt product . Waste of money and time .",Reviewed in India 🇮🇳 on 21 October 2022
5.0,Good quality,Good,Reviewed in India 🇮🇳 on 21 September 2022
5.0,Help full,Good,Reviewed in India 🇮🇳 on 21 September 2022
3.0,Mic and range issues,"Mic isn't that good.Talking about range, you need to be near the phone. Even if you go a bit far. The airdopes stop working or gets distorted signals",Reviewed in India 🇮🇳 on 7 June 2022
3.0,"Very disgusting product, and quality is also too much disgusting.",Worst quality product.,Reviewed in India 🇮🇳 on 30 June 2022
4.0,Nice,I like it,Reviewed in India 🇮🇳 on 30 May 2022
3.0,Physical scratch on the airpod charging container screen.,"I ordererd this product 3 time.1st Time : One of the airpod did not work(No sound). Returned.2nd Time : Airpods worked, but there was a big scratch on the screen of the charging container. Returned.3rd Time : Airpods work, but again there are scratches on the screen and charging container. Now I am keeping it because it is third time and it works, it seems used. The picture does not show as many only the one that is deep, but there were a lot of them.Positives : Sound quality is very good, also battery life is also good, about 4-5 hours of continous use. Also the case can charge the pods about 2 times in one charge. Also the quality of the earpods seem good for the price that they come at.",Reviewed in India 🇮🇳 on 4 October 2021
3.0,Good for music and movies but very bad for calling purposes,Good for music and movies but very bad for calling purposes.,Reviewed in India 🇮🇳 on 27 June 2022
3.0,Sound quality is not good,"sound quality is not good and when I make calls the audio breaks. And even while listening to music, sometimes it gives problems.",Reviewed in India 🇮🇳 on 11 June 2022
4.0,Mic is very bad,Sound ✅Bass✅Comfortable ✅Mic❌,Reviewed in India 🇮🇳 on 20 May 2022
4.0,FIRST IMPRESSION : GOOD,Good. Not so good not so bad. Good product at budget 1299. May use some more days and update.,Reviewed in India 🇮🇳 on 23 April 2022
4.0,Case quality poor,Case quality poor,Reviewed in India 🇮🇳 on 29 May 2022
5.0,Very good product,Very good product come out of hassel of charging and fault of wire in wire hands free,Reviewed in India 🇮🇳 on 8 September 2022
4.0,Review about Boat 121v2,The voice of this buds is good and bass and packaging was also sturdy and well covered overall such a nice product. Also bettery is one of the great huge advantage to me of that airpods. You must go for it,Reviewed in India 🇮🇳 on 25 March 2022
4.0,It's so amazing,"The media could not be loaded.
                



 Nice",Reviewed in India 🇮🇳 on 2 June 2022
4.0,Nice product,Bass quality is not that much good.,Reviewed in India 🇮🇳 on 21 May 2022
1.0,Too poor quality and response too Amazon and brand both,"Boat product not to buyIt's quality is too poor even staff response tooAmazon also not to take responsibility once the product selling out from their platform,they are interested only sell the product,if you complaint than simply give brand customer care number and you can fight with product manufacturers.Amazon is free from complainant.So I think stop buying from their platform too.",5 November 2022
2.0,"Very Bad, Don't buy if you don't want to waste your money","It was working good when i bought it but after 3 months, voice started to break and blurry. One more problem is with airdopes is that if you'll go 15-20 steps far then voice will start to break. 😡 i want to exchange now",25 August 2022
4.0,"It's comfortable to use,good quality",Sound quality is best,28 May 2022
5.0,"Pretty good earphones for daily purpose, good sound quality and battery life","I've been using the product for more than a month now, and I've been absolutely enjoying it. The product is quite nice and sturdy with a pretty good sound quality. The bass in these earphones is quite strong and not really expected from a Bluetooth earphones. The battery lasts quite a while, and I charge the case only once a week to use it everyday for a few hours while travelling to my college and back.",17 July 2022
3.0,Average,One of the pod fell down and just broke like that... Not sturdy,23 June 2022
2.0,..Not Worth... Choose Any Other Option,I Trusted Boat But This Time I Feddup... Earpods...Not Worth... Choose Any Other Option ....If Possible Please Change My New Boat Pods With Som Other Pods,14 September 2022
4.0,Value for Money 💵,"Nice value for money 💵. But it's not up to the mark. If you are looking for wireless earphones, this is for you. If I will give the mark 8.5 out of 10",6 April 2022
4.0,Worth it to take at low price,Battery is long lasting,24 May 2022
4.0,Honestly not bad.,Overall ok.at this price point.,23 May 2022
3.0,"Microphone catch environmental sound as well, not catching the clear input",Good but can be better in case of noice cancellation,22 June 2022
3.0,Connection keeps dropping,The Bluetooth connection keeps dropping. Tri d it with multiple devices.,Reviewed in India 🇮🇳 on 26 June 2022
4.0,Achcha nahi hai,Bakwas Q,Reviewed in India 🇮🇳 on 29 May 2022
5.0,"Really good, works on a long range well, however low battery life","It says 14 hours, but you need to recharge it after maybe 7",Reviewed in India 🇮🇳 on 10 September 2022
4.0,Cheapest,Luckily get only 899₹,Reviewed in India 🇮🇳 on 27 May 2022
4.0,useless wasted my Money,"Worst product , when connected to call my friend are able to hear my echo not my voice",Reviewed in India 🇮🇳 on 28 April 2022
4.0,Worth for the Money...,"Good quality, comfortable,easy to use.Sound quality is good...",Reviewed in India 🇮🇳 on 11 May 2022
3.0,Ok ik,It is ok but we r getting the same quality in other brands with price 799 rs,Reviewed in India 🇮🇳 on 19 June 2022
3.0,Not suitable for phone and video calls,"The Airdopes are good for listening to music, podcasts, and audio, in general. But when you use it while talking on the phone, the individual on the other side can barely hear you. Voice reception is a problem with these - buy if only using this for listening to audio, music; however do not buy if you have a phone without an earphone jack.",Reviewed in India 🇮🇳 on 30 March 2022
3.0,Sound effect,The media could not be loaded.,Reviewed in India 🇮🇳 on 1 July 2022
3.0,It's a good product,I don't want to mention above points but my earbuds one of each it's not working and It's been for  very long time. So please could you help me out from this situation.thanks,Reviewed in India 🇮🇳 on 25 May 2022
1.0,Worst product and worst service from Amazon!!,Worst product and worst service from Amazon!! Had returned my product for poor performance and cheap quality built… have been waiting for my refund since 20 days now !! Amazon has my product and my money and they still say to wait !! Poor customer care and customer handling skills !! They don’t want to satisfy a long term customer !!,3 November 2022
5.0,Nice product worth of money,Nice product worth of money,19 September 2022
3.0,One of the worst products from Boat.,"Out of the two, one RHS Airdope failed within a few days of usage. It was not getting charged at all. That is the quality level maintained by them. I had gone for this product with a strong belief that Boat brand is reliable. But my hopes have been dashed. Talking about service and repair, in these days, who finds time to go to such great troubles of locating the Centres and getting them checked or repaired. Any how my experience was a bitter one with this particular product, and I have kept them aside without using them.",4 January 2022
4.0,Got repaired in few days after purchase,Sound is well but product repaired in few days,11 May 2022
3.0,Nice,Good product you can go for it as of now its working,21 June 2022
2.0,Q,Automatically disconnect after few times automatically disconnected,15 October 2022
5.0,Super Cool!,"It is really good, I personally like it.The sound quality and base is goodWorth the price 🙌👍",6 September 2022
5.0,Amazing,Dono ko ek sath Connect karne me thodi dikkat aati kabhi kabhi. Vaise sab kuch mast h.,8 September 2022
5.0,It's good sound is clear and better than my previous earphone,The noise cancelation is fine but that best . Sound wise it's a good earpod. I really like it.,6 September 2022
5.0,Excellent,Best to use charging is good sound everything is good,13 September 2022
4.0,Fine for the money.,Fine for the money.,26 May 2022
4.0,Great experience,Very nice,28 May 2022
5.0,सुंदर आकर्षक एवं न्यू फीचर्स,मुझे अधिक पसंद है,19 September 2022
4.0,nice,very good,27 May 2022
3.0,It's ok...,"Works well to listen to music etc but doesn't work well if you use to talk. When it is connected to laptop, it sounds like you are speaking from far. I have tried pretty much all the settings in laptop but doesn't seem to work as it supposed to.",17 April 2022
4.0,That's pretty good👍,It's okk not too goodSounds just good not excellentBudget friendly,1 May 2022
4.0,not satisfied,average bass sound quality not so good,13 May 2022
4.0,Good TWS in this price range,"The media could not be loaded.
                



 The ear phones are quite loose and might no be used for workout. But can be used for listening to music or watching movies. The colour is really pretty. They look small compared to the videos and images. The only drawback is the case takes a long time charging. When I received the ear phones it only had 8% but I had to charge half a day to bring it to 100%. Other than that it is good for casual purposes.",7 January 2022
5.0,Return money,"The media could not be loaded.
                



 It is not working",29 September 2022
2.0,Non Quality Product,Low clarity. Sound like we are speaking from a hollow object. Lots of disturbance.,3 October 2022
4.0,Not bad,"Average buy…Removing the pods from the channel is a tedious task, the design could have been better.",26 April 2022
2.0,Not at all for calling. Good for music,Bad experience for calling,19 October 2022
2.0,Worst product,during call can't listen other person properly,16 October 2022
3.0,Ok,Ok,27 June 2022
5.0,Earphone,Good,18 September 2022
2.0,Not good quality,,24 October 2022
4.0,Ok no problem.,"The media could not be loaded.
                



 Good one not bad.",28 May 2022
4.0,Bluetooth kharab ho gaya,Bluetooth charge nahi utha rahe h,19 May 2022
3.0,Can not use in call,Everything is fine. It just that you can not use it in call because other end in call can not hear you properly.,5 June 2022
5.0,Lovely experience,Battery time is something less then mentioned in features...i use it for official work,8 September 2022
4.0,Negative comments pr dhyan na de,Bhaiyo mene tb ye order ki thi to mujhe bhi lga ki glt order ki hain..lekin ye mujhe milne ke baad pta chla ki really ek no.. hai ye earbuds ..900 rupee mein aur kya loge bhai..bss iski ek chhoti si prblm hai ki ye ear mein proper set nhi hoti vese mere to bdiya set ho ri hain..kbhi kbhi dikkat aati hai..and thnx Amazon ..all over 8/10 points meri trf se..,23 January 2022
1.0,Do not buy,"Bought this in July, ater using it for some time it stopped working, since there was a warranty card of 1 year i contacted them and exchanged it. But they send the same one with the same issue i was hoping it to be fixed or at least a new one with all that warranty offer and here I am stuck with  useless earbuds.",3 November 2022
2.0,Can't talk probably & can't ear voice,I don't like it because can't ear voice probably &,6 October 2022
3.0,Product stopped functioning after 3 months,Product stopped functioning after 3 months ...how to claim the warrenty???,19 June 2022
2.0,Don't go for this.,"I liked the sound but not upto the expectations. Charge didn't stay,  during calls others couldn't hear anything iam saying, i have buy this by seeing positive feedback but it doesn't work like i have expected this to be , you cant even speak with this while u r doing simple work",10 August 2022
3.0,Problem in voice calling please change this product,Please return this product,24 June 2022
4.0,Nice one under a budget!!!!!,"I was little afraid to buy it at first as earbuds was new to me and I've read much reviews and I want to give it a try. To be honest the item doesn't disappoint me. It is a decent earphone under this rate and if you are looking under a budget or if you're a person who don't prefer to put much for earphones like me then it is a right choice I would say !!And it charges so quickly also the battery level stays the same for a quite long. The case of the earbuds is ofcurse little and very cute. Overall I love the product, I would suggest to go for it.I hope this review makes someone helpful, keep listening! :)",30 June 2021
4.0,Good,The media could not be loaded.,30 May 2022
4.0,Worth it....,Just wow and its worth it😍,12 May 2022
2.0,On calls the other party can't able to hear what i am saying,Noise cancellation is just trash,20 October 2022
4.0,Worst speakers companionship or would say sync,Have good battery but but better. Sound is not as appreciable.,1 May 2022
3.0,Good option in this price segment,Sound quality not too good. But build quality is quite good in this price segment.,15 June 2022
4.0,cheap airdopes,good airdopes,26 May 2022
5.0,Best sound quality,"The media could not be loaded.
                



 Superb sound quality",29 September 2022
4.0,Good,Nice to fit hear. Sound quality is not that much. It is too much cost.,28 April 2022
4.0,Overall nice product made by boat,,28 May 2022
4.0,Overall 👍,Sound quality is good.Smooth and persistent connectionNoise cancelation is not good as expected.Battery life is good.,17 April 2022
4.0,Value for money,Very good but little bulky..,18 May 2022
3.0,Useless microphone,"Average fit, comfort, and battery life. I could have tolerated the product, except that people on the other side of the conference kept saying they couldn't hear me. Had to switch to laptop mic each time. Not worth the cost, I'd put them at par with 200/- Chinese stuff.",17 April 2022
5.0,Good sounding,"Good sound quality,  battery backup is good",15 September 2022
5.0,Super,The media could not be loaded.,Reviewed in India 🇮🇳 on 5 October 2022
3.0,Not good not bad,"3 star bcoz it usually falling from my ears,sound quality is good, features are smart but the only problm is it doesn't even lasted for 6 months,I am facing problm with one of my earpod",Reviewed in India 🇮🇳 on 15 May 2022
5.0,Good product 100% satisfied,Waste ear buds.. Not connecting properly,Reviewed in India 🇮🇳 on 15 September 2022
5.0,Nice,Nice,Reviewed in India 🇮🇳 on 20 September 2022
4.0,Just according to price,Product quality is justified by its price,Reviewed in India 🇮🇳 on 15 May 2022
3.0,regarding distance detection,"battery was good but sound is low and it can detect only near you.If you go somewhere not far from our mobile, it will disconnected automatically.I have used moonwalk before Boat.Moonwalk will detect even from far distance where we kept our mobile.",Reviewed in India 🇮🇳 on 26 April 2022
2.0,This is not boat,This is not boat,Reviewed in India 🇮🇳 on 18 October 2022
5.0,good product,Ok sound but not a high bass,Reviewed in India 🇮🇳 on 15 September 2022
3.0,Sounds,Call quality is normal,Reviewed in India 🇮🇳 on 22 June 2022
4.0,good to buy in this range,Voice not up to the mark during voice call. Other than allover good to buy.,Reviewed in India 🇮🇳 on 26 April 2022
4.0,One earpode is not working from 2months,I dislike it...One is not working .. after factory reset also,28 April 2022
4.0,Good product,Prompt delivery. Good quality product,18 May 2022
5.0,Nice,It is good I got it in 15 AUGUST in chip price it's a good product I got it thanks Amazon,3 September 2022
2.0,Please help me,After 2 months left one is not working and i have warranty card for 1 year but how to contact to fix it?,11 September 2022
4.0,"Good product, good for listening Music..","Good music quality, Not much useful for calls. Mic quality isn't good",3 May 2022
2.0,Product is not working properly,Sound quality is not good  n one ear pod is not working properly,27 September 2022
4.0,Great choice!,I am using it for more than 3 months now and I really loved it. The sound quality is really good and it is perfect fit.I will be posting a review (renewed) after using it for more than a year.,12 March 2022
4.0,Good,I have been using this product since November 2021. I encountered one problem in the end of December where the right ear bud stopped working. I filed warranty and it was replaced on 17th Jan 2022. It has been working fine as of March 2022.,7 March 2022
5.0,Very good,Very nice,17 September 2022
4.0,Mixed opinion,Right earbuds stopped working in 2 weeks. It took me almost a month to get it repaired. Then repaired right earbuds stopped working in a month. After reporting that I got new replacement within 2 weeks. And that has been working fine for 2 months now. So although I had hard time with this. But boat service is too good. Therefore a mixed opinion,6 February 2022
3.0,Awesome. Just need to improve noise cancellation,The media could not be loaded.,27 June 2022
4.0,Best products,Best products,25 May 2022
5.0,Very good product,Nice product,18 September 2022
2.0,Low level bass I am not satisfied😒😒,This product v121 is low level surrounding.... Low level bass... I am not satisfied,2 October 2022
4.0,Review,Good product,25 May 2022
3.0,Not good,"If u want to call voice, don't buy",18 June 2022
5.0,Beautiful and fully satisfied,All perfect but little problem with mike,14 September 2022
4.0,Good performance,Like the battery back up and sound quality but still need improvement,4 May 2022
4.0,The product quality is not good want to replace this,"The media could not be loaded.
                



 There is lots of problems like when you receive a call then the caller doesn’t listen your voice properly and when I listen the music left sides earbuds not soundings properly and bass quality also not good",16 March 2022
5.0,Bike rider not worth,Bike riding not worth,17 September 2022
5.0,Love the product,Love the way it charges to a full 100%Love the product,9 September 2022
3.0,Faulty design - The fit into the ear is not comfortable,"The media could not be loaded.
                



 The ear muffs that go into the ear is not comfortable. It’s a little too big ( despite changing the earmuffs to the smallest one). Result- a loose fit , which will definitely slip out when I go for a jog! Ear pods with longer n thinner sticks give a better fit!My set came yesterday- one side was not working. They immediately replaced it but the size of the ear muffs can’t be changed!The durability of the product needs to be  seen . Today is day 1 .",12 December 2021
2.0,High latency and poor sound quality I want to return it,Use less product,16 October 2022
4.0,Quality,Very good quality,16 May 2022
5.0,Boat Ear buds,Awesome product 👌,17 September 2022
2.0,Need to return,"The media could not be loaded.
                



 one is working but the other I Received is broken one",4 November 2022
3.0,Don't buy for calling purpose,"Been using it for a while. Good battery life for sure. However, the range is too low. Don't recommend for calling or talking on calls with one eardrop on and one being used as a Mike in your hand close to the mouth. As good as holding your phone to talk.",11 April 2022
2.0,Please do not take,When purchased it was working well for two months later it was replaced as warranty but they gave some used one and now warranty is over and both is not working,31 August 2022
2.0,Good,Better for talk,17 October 2022
5.0,Very good,Sound quality is very good,15 September 2022
4.0,Very bad to use,Product quality is not bad but this is not comfortable infact all Airdopes is very bad to use . I will never buy Airdopes again. Always go with neckbands.,3 April 2022
2.0,I bought these airdopes and after one week left bud stop working,I bought these airdopes and after one week left bud stop working. I don't know what to do.,22 September 2022
3.0,Bgmi gun Gaming sound is chang,Bgmi gun Gaming sound is chang,19 June 2022
5.0,Super for such low cost!,I bought this for my dad who wanted to see how comfortable he would be with in-ear wireless ear buds and I ended up buying cute pink ones for myself as well.I bought each for approx. INR 1300 and at that cost they are a steal! The sound quality is quite decent both for listening to music and for calls. It's been working well so far and perform way better what they cost.,6 July 2022
4.0,The airdopes is not working properly.,I want to replace it  is in guarantee period.  It's not working properly.,23 April 2022
5.0,Excellent,Value for money and sturdy,15 September 2022
5.0,Very nice ear buds,"The media could not be loaded.
                



 Well very comfortable and fit in earWith magnetic supportBest option to buy",18 September 2022
4.0,Good,Like,24 May 2022
2.0,One side not working after 3 months,One side not working after 3 months,11 October 2022
4.0,The product is great and very well replaced by amazon and the seller,Man i genuinely love this boat 121v2  so good to listen songs on this earbudsBut first product by amazon was good enough but one issue was there that the left button was more of a loose categoryLike i felt it'll break and it happenedMy heart was broken but then I decided to return itAnd i got that replacement 😍😍And it's greatAmazon and seller (Appario) I would like to take a bow in front of you that you deliver a real commodity with safetyThanks for concreting my trust on you ♥️♥️#apni_dukan,16 September 2021
4.0,Bass and the surrounding sounds are less,I bought this product and the quality of the material is not that good but sound quality is very good,14 April 2022
4.0,After using 2 month,"It's to good you can guess it by the number that i give to this earbuds, I m still using it from two monthBass.8.5Sound7.5Noise cancellation-5.5Battery-9.5But it's not for gaming u feel laging of approx 1 or 2 second.At the price of 999 it's totally awesome, thanks to boat.",20 February 2022
5.0,very nice product,bass is very bold,14 September 2022
4.0,Good happy with the product thanks,Good nice product .thank you,11 May 2022
5.0,I became a boAtfan,"The media could not be loaded.
                



 Best and recommend for music lovers",27 September 2022
4.0,Gud one,Nice for hearing songs,16 May 2022
3.0,Overall ok,Sound is good but bass is 0,18 June 2022
3.0,I want to exchange my product since it is under warranty,Battery of one piece damaged,20 June 2022
